positionName,companyFullName,companySize,industryField,financeStage,firstType,secondType,thirdType,positionLables,createTime,city,district,businessZones,salary,workYear,jobNature,education,positionAdvantage
销售专员,合肥平安好医医院有限公司,2000人以上,"金融,医疗丨健康",未融资,销售类,销售,销售专员|助理,"['区域销售', '商务渠道', '商务拓展', '销售顾问']",2020-09-04 08:06:30,合肥,包河区,,10k-12k,3-5年,全职,大专,只要肯努力，未来无限可能
用户端产品经理,携程计算机技术（上海）有限公司,2000人以上,旅游,上市公司,产品|需求|项目类,产品经理,产品经理,"['移动产品/APP', 'C端产品', 'B端产品', '项目管理']",2020-09-04 08:06:23,上海,,,20k-40k,3-5年,全职,本科,在大厂从基础较差的情况下做起，空间大
咨询顾问,平安普惠信息服务有限公司天津第一大街分公司,500-2000人,金融,上市公司,销售类,销售,销售顾问,"['金融', '销售']",2020-09-04 08:06:02,天津,滨海新区,,10k-20k,1年以下,全职,大专,六险二金 平安正编 双休不加班 过节费
区域销售经理/大客户经理,山东蚁动网络科技有限公司,15-50人,"移动互联网,社交",未融资,销售类,销售,销售经理,"['工具软件', '大客户销售', '市场拓展', '区域销售', '软件销售']",2020-09-04 08:05:52,济南,高新区,,8k-12k,1-3年,全职,大专,"五险一金,带薪年假,朝九晚六,员工旅游"
java后端高级开发工程师,深圳市华特利科技有限公司,15-50人,其他,未融资,开发|测试|运维类,后端开发,Java,"['移动互联网', '体育', 'Java', '服务器端', '分布式']",2020-09-04 08:05:52,深圳,福田区,['华强北'],15k-25k,3-5年,全职,本科,成熟的项目，人性化管理
中国人寿品牌宣传专员,中国人寿保险股份有限公司广州市分公司第二十一营销服务部,2000人以上,"金融,医疗丨健康",上市公司,市场|商务类,品牌|广告,品牌专员,"['广告营销', '品牌传播/推广']",2020-09-04 08:07:07,广州,黄埔区,"['大沙', '文冲', '红山']",5k-10k,应届毕业生,全职,不限,高提成，氛围好，旅游多
产品经理/高级产品经理,山东深度网络科技有限公司,150-500人,金融,B轮,产品|需求|项目类,产品经理,产品经理,"['电商', '互联网金融', '产品设计', '原型设计', '流程设计', '墨刀']",2020-09-04 08:07:01,杭州,滨江区,,13k-26k,5-10年,全职,本科,架构师带队，相关专业内容培训
普工操作工,安徽九木科技有限责任公司,15-50人,通讯电子,未融资,生产|加工|制造,技工,普工|操作工,[],2020-09-04 08:06:37,合肥,肥西县,,4k-6k,不限,全职,不限,短期15天+人走账清+150/天
用户端售后产品经理,携程计算机技术（上海）有限公司,2000人以上,旅游,上市公司,产品|需求|项目类,产品经理,移动产品经理,"['旅游', '用户研究', '产品设计', '需求分析', '数据分析']",2020-09-04 08:06:06,上海,长宁区,"['北新泾', '长征', '金沙江路']",18k-30k,3-5年,全职,本科,从较差的基础做起，机会多
大学生团队+6.8K起+五险一金,深圳市乐有家控股集团有限公司,2000人以上,"企业服务,消费生活",不需要融资,销售类,其他销售职位,其他销售职位,[],2020-09-04 08:05:26,深圳,,,8k-15k,1-3年,全职,大专,自主创业平台，高底薪高收入，每月晋升
销售经理销售代表,中国人寿保险股份有限公司武汉市分公司徐东路营销服务部,500-2000人,金融,上市公司,销售类,销售,客户代表,"['投资/融资', '理财', '销售顾问', '销售代表', '销售']",2020-09-04 08:05:20,武汉,洪山区,,4k-7k,1-3年,全职,大专,"享受双底薪上有封顶下有保底
公开透明"
区域经理（医药代表）,爱海企业管理咨询（上海）有限公司,500-2000人,"移动互联网,消费生活",B轮,销售类,销售,客户代表,"['医疗健康', '客户代表', '销售', '区域销售', '大客户销售']",2020-09-04 08:04:59,上海,徐汇区,"['漕宝路', '万源城', '东兰路']",8k-10k,3-5年,全职,大专,互联网独角兽，上下班不打卡
java开发工程师,深圳海康威视城市服务运营有限公司,15-50人,"数据服务,物联网",未融资,开发|测试|运维类,后端开发,Java,"['大数据', '信息安全']",2020-09-04 08:04:32,深圳,南山区,,10k-18k,3-5年,全职,本科,海康威视
AI 架构师-AIOps,用友网络科技股份有限公司,2000人以上,企业服务,上市公司,开发|测试|运维类,人工智能,算法工程师,"['人工智能', '架构师']",2020-09-04 08:04:29,北京,海淀区,,35k-50k,10年以上,全职,本科,有股票
产品经理,成都巨创丰科技有限公司,150-500人,金融、电商,未融资,产品|需求|项目类,产品经理,金融产品经理,"['互联网金融', '支付', 'B端产品', '用户增长', 'C端产品', '移动产品/APP']",2020-09-04 08:04:14,成都,青羊区,,15k-16k,1-3年,全职,不限,不用惧怕任何苦难，你的身后拥有强大的团队
置业顾问房产经纪人,北京链家置地房地产经纪有限公司红军营南路店,2000人以上,不限,C轮,销售类,其他销售职位,其他销售职位,['房产服务'],2020-09-04 08:04:03,北京,朝阳区,,10k-15k,应届毕业生,全职,本科,半年无责任底薪5000，国外旅游精英社，
大数据开发工程师,上海金亥通信设备有限公司,50-150人,"企业服务,数据服务",不需要融资,开发|测试|运维类,数据开发,BI工程师,[],2020-09-04 08:03:18,上海,浦东新区,,8k-13k,1-3年,全职,大专,"五险一金,带薪休假，项目奖金"
销售专员,武汉鑫锋达科技有限公司,15-50人,"物联网,社交",未融资,销售类,销售,销售专员|助理,"['销售', '客户代表']",2020-09-04 08:03:10,武汉,洪山区,['街道口'],12k-14k,不限,全职,本科,底薪，加提成，月薪过万不是梦
bd经理,北京斗米优聘科技发展有限公司,500-2000人,"移动互联网,消费生活",B轮,销售类,销售,商务拓展|BD,"['广告营销', '移动互联网', '客户代表', '销售', '电话销售']",2020-09-04 08:03:09,上海,普陀区,,8k-15k,3-5年,全职,大专,发展前景大 七险一金 福利待遇完善
大数据开发工程师,深圳市网新新思软件有限公司,500-2000人,"移动互联网,企业服务",上市公司,开发|测试|运维类,数据开发,BI工程师,"['Hadoop', 'Oracle']",2020-09-04 08:02:52,深圳,,,12k-21k,不限,全职,大专,项目质量高，有完善的培训和晋升体制
