name,company,company_size,field,workarea,background,education,low_salary,high_salary
电商APP运营主管,九河信息技术（上海）有限公司,150-500人,电商,上海,3-5年,本科,10,16
java开发工程师,成都天府通金融服务股份有限公司,50-150人,"移动互联网,金融",成都,5-10年,本科,12,18
结构工程师,北京盈迪曼德科技有限公司,15-50人,硬件,北京,3-5年,本科,15,25
安卓android,深圳市安思疆科技有限公司,50-150人,人工智能,深圳,1-3年,本科,9,18
计算机科学家C++,杭州希格斯投资管理有限公司,15-50人,"金融,数据服务",杭州,应届毕业生,本科,4,8
中高级.NET,厦门唐普信息技术有限公司,50-150人,"企业服务,数据服务",苏州,5-10年,本科,13,17
策划运营,深圳市瀚兰区块链地产有限公司,15-50人,"房产家居,区块链",深圳,3-5年,本科,10,15
资深文案,上海微盟企业发展有限公司,2000人以上,企业服务,上海,3-5年,本科,10,15
ios软件开发工程师,东莞市南晧智能科技有限公司,50-150人,"硬件,人工智能",东莞,1-3年,本科,6,12
食品检验员,广州赢特保健食品有限公司,15-50人,"医疗丨健康,其他",广州,1-3年,大专,3,6
视觉设计师,杭州八仙广告有限公司,50-150人,"移动互联网,企业服务",杭州,不限,大专,13,25
web前端开发工程师,上海睿民互联网科技有限公司,500-2000人,"移动互联网,其他",北京,1-3年,本科,7,9
项目经理,广州趣米网络科技有限公司,150-500人,"移动互联网,企业服务",上海,3-5年,本科,10,18
媒介实习生,北京米可世界科技有限公司,150-500人,移动互联网,北京,应届毕业生,本科,4,8
运营负责人,北京大麦地信息技术有限公司,15-50人,"社交,企业服务",北京,3-5年,不限,20,30
服务端开发工程师,微梦创科网络科技（中国）有限公司,2000人以上,文娱丨内容,北京,3-5年,本科,25,35
ios开发工程师,深圳市点金台网络技术有限公司,15-50人,移动互联网,深圳,1-3年,大专,8,10
交易测试员,杭州希格斯投资管理有限公司,15-50人,"金融,数据服务",杭州,3-5年,本科,25,40
公众号编辑,大河（深圳）信息有限公司,50-150人,"金融,移动互联网",深圳,1-3年,本科,7,11
前端开发工程师,深圳市恒广科技有限公司,少于15人,"信息安全,软件开发",深圳,1-3年,大专,6,10
大数据研发实习生,北京易观智库网络科技有限公司,150-500人,"移动互联网,数据服务",北京,应届毕业生,本科,3,5
资深图像算法工程师/ Leader,杭州艾耕科技有限公司,150-500人,"移动互联网,数据服务",杭州,3-5年,硕士,25,45
营销管理培训生,广州市置家房地产代理有限公司金梦分公司,500-2000人,其他,广州,应届毕业生,大专,5,8
储备主管,中国平安人寿保险股份有限公司深圳分公司,2000人以上,金融,深圳,3-5年,大专,12,24
产品专员,浙江创建科技有限公司,150-500人,"移动互联网,企业服务",杭州,1-3年,大专,7,9
产品经理,北京大麦地信息技术有限公司,15-50人,"社交,企业服务",北京,5-10年,本科,20,30
专车司机,上海乐滴汽车服务有限公司,50-150人,汽车丨出行,上海,不限,不限,12,15
海外销售,深圳市优特普科技有限公司,150-500人,硬件,深圳,1-3年,本科,6,12
CRM产品经理,上海驰骛信息科技有限公司,50-150人,"数据服务,移动互联网",上海,5-10年,本科,15,30
技术实习生,北京盈迪曼德科技有限公司,15-50人,硬件,北京,不限,本科,4,6
贷款电话专员+双休,成都兴融汇金融服务外包有限公司,15-50人,金融,成都,不限,不限,5,8
linux驱动开发工程师,深圳市安思疆科技有限公司,50-150人,人工智能,深圳,3-5年,本科,15,30
企平-资深iOS研发工程师,北京三快在线科技有限公司,2000人以上,消费生活,北京,不限,本科,15,30
C++高级开发工程师,广州银月互娱网络科技有限公司,50-150人,游戏,广州,1-3年,大专,10,20
java高级开发工程师,深圳市普铭智能技术有限公司,50-150人,消费生活,深圳,3-5年,本科,15,20
测试工程师自动化,北京世纪好未来教育科技有限公司,2000人以上,教育,北京,5-10年,本科,18,36
GS专员（大三大四实习生）,海南星云互动娱乐有限公司,50-150人,游戏,广州,不限,大专,2,3
房产经纪人置业顾问,广州市置家房地产代理有限公司金梦分公司,500-2000人,其他,广州,1-3年,大专,8,10
产品经理,中国平安人寿保险股份有限公司深圳分公司,2000人以上,金融,深圳,3-5年,本科,15,30
运营助理,成都荣新时代科技有限公司,50-150人,"移动互联网,广告营销",成都,不限,不限,6,12
内容运营主管,浙江创建科技有限公司,150-500人,"移动互联网,企业服务",杭州,1-3年,本科,8,11
3D游戏动作师,深圳优依购互娱科技有限公司,150-500人,"游戏,移动互联网",深圳,1-3年,大专,9,18
高级前端,北京大麦地信息技术有限公司,15-50人,"社交,企业服务",北京,5-10年,大专,20,30
nlp内容理解算法,微梦创科网络科技（中国）有限公司,2000人以上,文娱丨内容,北京,3-5年,本科,25,35
儿童视频编导,《环球科学》杂志社有限公司,15-50人,"广告营销,文娱丨内容",北京,3-5年,本科,12,20
行政前台/中关村,北京安腾思路科技发展有限公司,15-50人,硬件,北京,1-3年,大专,4,6
中高端销售顾问+底薪8k+提成,北京麦田房产经纪有限公司,2000人以上,房产家居,北京,不限,大专,8,16
渠道商务专员,广州银月互娱网络科技有限公司,50-150人,游戏,广州,1-3年,大专,7,10
java开发工程师,深圳市普铭智能技术有限公司,50-150人,消费生活,深圳,3-5年,本科,12,15
高级JAVA工程师（成都）,马上消费金融股份有限公司,2000人以上,"金融,移动互联网",成都,5-10年,本科,15,30
产品运营经理,杭州呯嘭智能技术有限公司,150-500人,"金融,电商",杭州,5-10年,本科,20,30
信息流广告优化总监（合伙人）,深圳市国讯信息科技有限公司,15-50人,"电商,广告营销",深圳,3-5年,本科,10,20
高级数据分析师,北京世纪好未来教育科技有限公司,2000人以上,教育,北京,3-5年,硕士,15,30
seo优化师,杭州晖鼎网络科技有限公司,15-50人,"硬件,物联网",杭州,1-3年,大专,8,12
游戏GS专员（实习生）,海南星云互动娱乐有限公司,50-150人,游戏,广州,应届毕业生,不限,2,3
数据开发工程师（偏JAVA开发）,北京泛为信息科技有限公司,150-500人,"移动互联网,广告营销",上海,1-3年,本科,10,15
心理咨询师,深圳市哆唻咪心理咨询有限公司,15-50人,教育、企业服务,深圳,3-5年,本科,10,15
资深用户体验设计师（UED）,上海驰骛信息科技有限公司,50-150人,"数据服务,移动互联网",上海,5-10年,本科,20,40
雇主品牌设计实习生,北京易观智库网络科技有限公司,150-500人,"移动互联网,数据服务",北京,应届毕业生,本科,2,3
销售行政专员,北京麦田房产经纪有限公司,2000人以上,房产家居,北京,不限,大专,8,15
前端研发工程师,杭州艾耕科技有限公司,150-500人,"移动互联网,数据服务",杭州,3-5年,本科,15,30
商务助理,北京泽佳科益科技有限公司,500-2000人,移动互联网,成都,1-3年,大专,4,6
c++开发工程师,亚创（上海）工程技术有限公司,2000人以上,"企业服务,硬件",南京,1-3年,本科,10,15
芯片工程师,江苏省精创电气股份有限公司,500-2000人,移动互联网,深圳,5-10年,本科,20,30
新媒体运营,盛世创富保险经纪有限公司广州分公司,150-500人,"移动互联网,金融",广州,1年以下,本科,4,6
前端工程师,戴文信息科技（上海）有限公司,15-50人,"电商,移动互联网",上海,1-3年,本科,15,22
android开发,武汉佰钧成技术有限责任公司,2000人以上,移动互联网,西安,1-3年,本科,6,10
ui视觉设计师,安克创新科技股份有限公司,500-2000人,移动互联网,深圳,3-5年,本科,12,20
直播运营,上海鹿得实业发展有限公司,500-2000人,医疗丨健康,上海,1-3年,大专,8,10
渠道经理,深圳市秦丝科技有限公司,150-500人,"移动互联网,企业服务",深圳,3-5年,大专,9,18
iOS开发工程师（混淆方向）,杭州格像科技有限公司,50-150人,移动互联网,杭州,1-3年,本科,15,25
运维工程师,广州滴普科技有限公司,500-2000人,"企业服务,数据服务",广州,5-10年,本科,15,20
蓝牙SoC电子工程师,江苏省精创电气股份有限公司,500-2000人,移动互联网,深圳,5-10年,本科,20,30
Java开发工程师中级,杭州纳豆投资管理合伙企业（有限合伙）,15-50人,"教育,软件开发",杭州,3-5年,大专,15,18
android高级开发工程师,深圳市新灯笼网络科技有限公司,50-150人,社交,深圳,不限,不限,15,23
广告视频设计师,深圳宜搜天下科技股份有限公司,150-500人,"移动互联网,游戏",广州,1-3年,不限,10,15
软件测试工程师,北京猿圈科技有限责任公司,15-50人,"企业服务,教育",北京,3-5年,本科,8,15
java开发工程师,江苏省精创电气股份有限公司,500-2000人,移动互联网,深圳,3-5年,不限,20,35
高级java开发工程师,宏信金服（天津）信息科技有限公司,50-150人,金融,上海,5-10年,本科,20,30
内容编辑管培生（19、20届均可）,盛世创富保险经纪有限公司广州分公司,150-500人,"移动互联网,金融",广州,应届毕业生,本科,4,6
网站运维工程师（储备项目经理）,戴文信息科技（上海）有限公司,15-50人,"电商,移动互联网",南宁,1-3年,大专,4,6
游戏策划-原型策划,深圳市乐易网络股份有限公司,150-500人,"移动互联网,游戏",深圳,1-3年,本科,10,20
IT招聘专员,北京泽佳科益科技有限公司,500-2000人,移动互联网,北京,1-3年,大专,6,8
商务经理,北京铂诺计算科技有限公司,15-50人,"人工智能,软件开发",北京,3-5年,本科,15,25
h5开发工程师,亚创（上海）工程技术有限公司,2000人以上,"企业服务,硬件",上海,3-5年,大专,8,13
电话销售,浙江达摩网络科技有限公司,150-500人,"企业服务,消费生活",杭州,1-3年,不限,8,16
web前端开发工程师,深圳森香科技有限公司,50-150人,"移动互联网,金融",深圳,3-5年,本科,12,18
数据产品经理,北京琥珀创想科技有限公司,50-150人,移动互联网,北京,1-3年,本科,15,25
OMO中台产品总监（电商/saas),中企动力科技股份有限公司,2000人以上,"电商,移动互联网",北京,5-10年,本科,25,45
实习生,内蒙古凯悦环保科技有限公司,15-50人,消费生活,包头,不限,不限,3,6
C#高级软件工程师,上海贝耳塔信息技术有限公司,150-500人,金融,上海,5-10年,本科,23,30
腾讯渠道助理,武汉佰钧成技术有限责任公司,2000人以上,移动互联网,深圳,1-3年,本科,7,9
JAVA开发工程师,西安领军智能信息科技有限公司,15-50人,"移动互联网,企业服务",西安,3-5年,本科,7,12
PHP开发工程师,深圳超桌网络科技有限公司,50-150人,"移动互联网,金融",深圳,1-3年,大专,8,15
新媒体运营,广东微谷投资股份有限公司,少于15人,"移动互联网,企业服务",广州,应届毕业生,本科,2,3
设计实习生,上海黄豆网络科技有限公司,150-500人,"移动互联网,教育",上海,1年以下,本科,2,4
前端开发工程师,河南元启网络科技有限公司,少于15人,移动互联网 电子商务,郑州,3-5年,本科,7,10
文案策划,成都新克文化传播有限公司,15-50人,广告营销,成都,3-5年,本科,4,5
.net开发工程师,上海富泽软件技术服务有限公司,50-150人,"移动互联网,电商",上海,3-5年,本科,15,20
高级java工程师,浙江达摩网络科技有限公司,150-500人,"企业服务,消费生活",杭州,不限,不限,15,30
运维工程师,北京佳金数据科技有限公司,15-50人,金融,北京,3-5年,本科,12,20
政府事务主管,上海虎烨信息科技有限公司,50-150人,"移动互联网,金融",上海,3-5年,本科,15,25
客户经理,平安普惠投资咨询有限公司成都第五分公司,2000人以上,金融,成都,3-5年,大专,5,10
数据分析岗（业务方向）,广发银行股份有限公司信用卡中心,2000人以上,金融,广州,5-10年,本科,20,40
后期剪辑实习生,广州衡卓文化传媒有限公司,15-50人,"文娱丨内容,广告营销",广州,应届毕业生,不限,2,3
前端开发工程师（react）,上海寸心创意科技有限公司,150-500人,"电商,数据服务",上海,1-3年,本科,8,15
Javascript高级开发,上海贝耳塔信息技术有限公司,150-500人,金融,上海,5-10年,大专,18,26
PHP开发,大爱金孝云科技有限公司,15-50人,电商 企业服务,成都,3-5年,本科,8,15
客户代表-重庆,广东江大和风香精香料有限公司,150-500人,其他,临沂,不限,不限,6,10
商家运营,浙江达摩网络科技有限公司,150-500人,"企业服务,消费生活",杭州,3-5年,大专,8,15
文案策划,上海好悦网络科技有限公司,50-150人,"移动互联网,游戏",广州,不限,大专,4,8
JAVA高级工程师,浙江宏伟数据科技有限公司,150-500人,"电商,软件开发",杭州,5-10年,大专,18,35
产品经理（社交游戏类）,广州猎游信息科技有限公司,150-500人,"文娱丨内容,游戏",广州,1-3年,本科,10,16
活动执行（AE）,杭州青梅网络科技有限公司,150-500人,电商,杭州,1-3年,本科,10,15
转化运营专员,风变科技（深圳）有限公司,500-2000人,"移动互联网,教育",深圳,不限,大专,7,9
项目主任（商品分期）,广发银行股份有限公司信用卡中心,2000人以上,金融,广州,3-5年,本科,15,25
影视编导,广州衡卓文化传媒有限公司,15-50人,"文娱丨内容,广告营销",广州,1-3年,大专,6,8
图形图像算法应用工程师,上海寸心创意科技有限公司,150-500人,"电商,数据服务",上海,3-5年,本科,25,30
品牌经理,车好多汽车销售（江苏）有限公司,2000人以上,"消费生活,电商",佛山,应届毕业生,大专,7,8
运维工程师,深圳森香科技有限公司,50-150人,"移动互联网,金融",深圳,3-5年,本科,12,20
人力资源实习生,北京琥珀创想科技有限公司,50-150人,移动互联网,北京,应届毕业生,本科,3,4
java,武汉佰钧成技术有限责任公司,2000人以上,移动互联网,杭州,1-3年,本科,13,18
ue设计师,中企动力科技股份有限公司,2000人以上,"电商,移动互联网",北京,3-5年,本科,12,18
出差员,内蒙古凯悦环保科技有限公司,15-50人,消费生活,包头,不限,不限,6,7
java架构师,深圳奥哲网络科技有限公司,500-2000人,移动互联网,深圳,5-10年,本科,30,50
百度APP平台用户体验部—高级用户研究工程师,百度在线网络技术（北京）有限公司,2000人以上,工具,北京,不限,本科,15,30
MCN红人经纪 (MJ001227),北京才如大海科技有限公司,2000人以上,金融,北京,3-5年,本科,15,25
数值策划,上海好悦网络科技有限公司,50-150人,"移动互联网,游戏",广州,1-3年,本科,12,22
QT开发工程师,广州猎游信息科技有限公司,150-500人,"文娱丨内容,游戏",广州,1-3年,本科,10,20
游戏文案,深圳市乐易网络股份有限公司,150-500人,"移动互联网,游戏",深圳,不限,本科,8,12
etl开发工程师,上海文思海辉金信软件有限公司,2000人以上,"移动互联网,金融",北京,3-5年,大专,10,15
JAVA高级工程师,浙江宏伟数据科技有限公司,150-500人,"电商,软件开发",杭州,3-5年,大专,15,30
线上分销主管,杭州青梅网络科技有限公司,150-500人,电商,杭州,1-3年,不限,8,15
产品实习,杭州电鲸网络科技有限公司,50-150人,"移动互联网,社交",杭州,应届毕业生,本科,4,8
客服专员,深圳市天行云供应链有限公司,150-500人,"电商,消费生活",杭州,1-3年,大专,5,6
前端工程师,北京联龙博通电子商务技术有限公司,2000人以上,"移动互联网,电商",武汉,5-10年,大专,10,15
微信运营专员（养号方向）,广州快鱼文化传媒有限公司,150-500人,"移动互联网,电商",广州,不限,大专,3,4
增长产品经理（医疗健康） (MJ001228),北京才如大海科技有限公司,2000人以上,金融,北京,3-5年,本科,20,40
数据分析师,北京掌众科技有限公司,500-2000人,"移动互联网,金融",北京,1-3年,本科,11,20
融资经理（偏项目落地）,驰展产业控股（深圳）有限公司,15-50人,金融,上海,3-5年,本科,15,25
Java交易系统开发,深圳泰橙科技有限公司,50-150人,"移动互联网,电商",深圳,3-5年,本科,15,25
人力行政专员,北京联龙博通电子商务技术有限公司,2000人以上,"移动互联网,电商",北京,3-5年,大专,6,8
销售专员,中国大地财产保险股份有限公司,2000人以上,金融,上海,应届毕业生,不限,6,12
VIP用户运营主管,杭州电鲸网络科技有限公司,50-150人,"移动互联网,社交",杭州,5-10年,本科,8,13
漫画编辑,北京分子互动文化传播有限公司,50-150人,文娱丨内容,北京,1-3年,大专,6,10
Web前端开发工程师(J10796),亚联（天津）信息技术有限责任公司北京分公司,150-500人,"金融,软件开发",北京,3-5年,本科,10,15
项目经理,成都环球世纪物业服务有限公司,500-2000人,其他,眉山,1-3年,大专,10,12
数据分析师（新客运营中心）,上海嘉银金融科技股份有限公司,500-2000人,金融,上海,3-5年,本科,15,25
商务经理,深圳市多度科技有限公司,150-500人,"移动互联网,消费生活",深圳,3-5年,本科,10,15
电商客服经理,深圳市天行云供应链有限公司,150-500人,"电商,消费生活",杭州,3-5年,本科,12,18
用户运营部经理/总监,深圳市幸福商城科技股份有限公司,500-2000人,"移动互联网,消费生活",深圳,5-10年,本科,18,25
安卓工程师,浙江融家科技有限公司,15-50人,物联网,绍兴,1-3年,大专,7,10
.net架构师,深圳奥哲网络科技有限公司,500-2000人,移动互联网,深圳,5-10年,本科,30,50
运营设计师,百度在线网络技术（北京）有限公司,2000人以上,工具,北京,不限,本科,15,30
高级销售经理（智慧城市方向）,深圳极视角科技有限公司,150-500人,"移动互联网,数据服务",深圳,1-3年,本科,10,20
社群运营,深圳量子云科技有限公司,150-500人,"移动互联网,广告营销",深圳,1-3年,本科,8,12
纪录片编导,中旅国际文化传媒（北京）有限公司,15-50人,"旅游,移动互联网",北京,不限,本科,10,15
游戏运营主管,昆山微远信息技术有限公司,150-500人,"游戏,其他",上海,1-3年,本科,15,25
React前端开发工程师,深圳市新数时代科技有限公司,少于15人,移动互联网,深圳,1-3年,本科,11,16
商业数据分析师,广州数说故事信息科技有限公司,150-500人,数据服务,北京,3-5年,本科,14,25
信息科技管理,北银消费金融有限公司,150-500人,金融,北京,1-3年,本科,12,17
销售专员,武汉黔海领航电子商务有限公司,500-2000人,金融、企业服务,武汉,不限,大专,9,14
区域销售经理,南京光辉互动网络科技股份有限公司,50-150人,"教育,移动互联网",南京,应届毕业生,本科,6,8
互联网销售,广州九尾信息科技有限公司,150-500人,"移动互联网,消费生活",广州,不限,大专,5,10
资深后端开发专家,汉口北集团有限公司,500-2000人,"电商,金融",北京,5-10年,本科,35,70
hrbp,龙湾科技（北京）有限公司,150-500人,"移动互联网,企业服务",北京,1-3年,本科,6,10
类目运营专员/主管/经理（有招商资源最好）,上海洋码头网络技术有限公司,150-500人,"移动互联网,电商",上海,3-5年,本科,9,18
大客户销售（武汉）,武汉未来科技城人才企业发展服务有限公司,50-150人,"移动互联网,企业服务",武汉,1-3年,本科,7,12
项目经理,广州江楠鲜品科技有限公司,150-500人,电商,广州,3-5年,大专,12,18
贷款客户经理,上海岱玥商务信息咨询有限公司,50-150人,"金融,企业服务",上海,不限,大专,10,20
前端开发工程师,中科软科技股份有限公司,2000人以上,"信息安全,软件开发",深圳,1-3年,本科,10,14
反欺诈策略经理,深圳市移卡科技有限公司,500-2000人,移动互联网,深圳,不限,本科,15,30
项目助理,维沃移动通信有限公司,2000人以上,硬件,杭州,1-3年,大专,5,7
高级产品经理,前锦网络信息技术（上海）有限公司北京分公司,500-2000人,"移动互联网,企业服务",北京,3-5年,本科,20,35
HR实习生,百度在线网络技术（北京）有限公司,2000人以上,工具,北京,不限,本科,3,4
ETL开发工程师,深圳市赢时胜信息技术股份有限公司,500-2000人,金融,上海,3-5年,本科,15,25
运营经理,广东蜂助手网络技术股份有限公司,150-500人,移动互联网,广州,3-5年,本科,10,18
大数据技术主管,广州数说故事信息科技有限公司,150-500人,数据服务,广州,3-5年,本科,20,30
商业场景营销研发部_高级算法工程师,百度在线网络技术（北京）有限公司,2000人以上,工具,北京,1-3年,本科,20,40
主播艺人,大同钰熙文化传媒有限公司,50-150人,文娱丨内容,大同,不限,不限,2,4
信息安全工程师,广东德融信息科技有限公司,15-50人,"信息安全,数据服务",广州,1-3年,本科,9,16
java后台开发工程师,深圳市新数时代科技有限公司,少于15人,移动互联网,深圳,1-3年,本科,12,18
摄影师,深圳十方融海科技有限公司,150-500人,"移动互联网,教育",深圳,3-5年,本科,9,15
销售经理,深圳极视角科技有限公司,150-500人,"移动互联网,数据服务",珠海,3-5年,本科,7,10
游戏战斗策划,上海微创软件股份有限公司,2000人以上,"企业服务,移动互联网",上海,1-3年,大专,16,18
短视频编导,深圳量子云科技有限公司,150-500人,"移动互联网,广告营销",深圳,1-3年,本科,10,20
前端开发工程师,中旅国际文化传媒（北京）有限公司,15-50人,"旅游,移动互联网",北京,1-3年,本科,12,20
绩效主管,昆山微远信息技术有限公司,150-500人,"游戏,其他",上海,3-5年,本科,8,12
C语言开发工程师,兴业银行股份有限公司,2000人以上,金融,上海,3-5年,本科,18,35
AR-iOS 开发工程师,深圳大宇无限科技有限公司,50-150人,移动互联网,深圳,1-3年,本科,15,30
商业推荐研发部-机器学习工程师,百度在线网络技术（北京）有限公司,2000人以上,工具,北京,3-5年,本科,20,40
软件销售,广东鼎泽科技有限公司,15-50人,"企业服务,软件开发",中山,1年以下,大专,4,8
项目管理专员（储备部门管理）,深圳市赢时胜信息技术股份有限公司,500-2000人,金融,上海,3-5年,本科,8,12
客户经理,前锦网络信息技术（上海）有限公司北京分公司,500-2000人,"移动互联网,企业服务",上海,3-5年,本科,20,30
销售经理,深圳极视角科技有限公司,150-500人,"移动互联网,数据服务",珠海,1-3年,大专,8,15
销售专员,中投亿诺（北京）国际企业管理有限公司,15-50人,企业服务,北京,应届毕业生,本科,6,12
测试工程师,深圳依瞳科技有限公司,15-50人,人工智能,深圳,5-10年,本科,15,25
网红主播/艺人,广东大为科技有限公司,15-50人,"软件开发,其他",广州,1年以下,不限,8,12
售后专员,雷蛇技术开发（深圳）有限公司,50-150人,"游戏,硬件",深圳,1-3年,大专,8,10
短视频策划编导（项目经理）,广州麻开文化有限公司,50-150人,文娱丨内容,广州,1-3年,大专,8,15
java后端开发工程师,贵州电子商务云运营有限责任公司,50-150人,"电商,数据服务",成都,不限,本科,8,15
人事专员,广州政企互联科技有限公司,少于15人,"移动互联网,企业服务",广州,3-5年,本科,5,10
商务拓展,广州智军师网络科技有限公司,50-150人,广告营销,广州,1-3年,不限,4,6
Java开发工程师,兴业银行股份有限公司,2000人以上,金融,上海,3-5年,本科,18,35
APP游戏测试,上海千幻信息技术有限公司,50-150人,游戏,上海,1-3年,本科,7,10
游戏测试工程师,上海微创软件股份有限公司,2000人以上,"企业服务,移动互联网",上海,1-3年,大专,11,12
软件开发实习生,北京阿舱教育科技有限公司,50-150人,"移动互联网,教育",北京,应届毕业生,本科,2,4
前端开发工程师,北京恒拓开源网络技术有限公司,500-2000人,社交,深圳,1-3年,本科,12,16
互联网远程客户经理,中国平安人寿保险股份有限公司广州电话销售中心,2000人以上,金融,广州,不限,大专,3,6
短视频后期剪辑,广州麻开文化有限公司,50-150人,文娱丨内容,广州,1-3年,大专,8,12
仓储储备干部,贵州电子商务云运营有限责任公司,50-150人,"电商,数据服务",贵阳,不限,本科,5,8
知识产权顾问,深圳高航知识产权运营有限公司,150-500人,企业服务,深圳,1-3年,本科,8,15
爬虫工程师主管,成都欢聚堂科技有限公司,150-500人,"移动互联网,电商",成都,3-5年,本科,12,20
售前工程师(珠海）,深圳极视角科技有限公司,150-500人,"移动互联网,数据服务",珠海,3-5年,本科,8,12
前端高级开发工程师,武汉理工数字传播工程有限公司,150-500人,"移动互联网,电商",上海,3-5年,不限,15,25
react前端开发工程师,上海海万信息科技股份有限公司,500-2000人,"移动互联网,金融",深圳,不限,不限,10,20
运营经理,北京新东方迅程网络科技股份有限公司,2000人以上,"移动互联网,教育",北京,3-5年,本科,20,25
销售专员,中投亿诺（北京）国际企业管理有限公司,15-50人,企业服务,北京,不限,本科,6,12
android高级开发工程师,深圳市蓝客网络科技有限公司,15-50人,"人工智能,软件开发",北京,不限,本科,30,50
后端架构师,深圳依瞳科技有限公司,15-50人,人工智能,深圳,5-10年,本科,30,60
新媒体经纪人/新媒体运营,广东大为科技有限公司,15-50人,"软件开发,其他",广州,不限,大专,5,10
摄像后期,成都市知用科技有限公司,50-150人,"移动互联网,教育",成都,1-3年,大专,4,6
单片机工程师,雷蛇技术开发（深圳）有限公司,50-150人,"游戏,硬件",深圳,5-10年,大专,20,26
硬件测试工程师,深圳邦马特科技有限公司,50-150人,"电商,消费生活",深圳,3-5年,本科,10,15
Java开发工程师-支付产品方向,杭州有赞科技有限公司,2000人以上,企业服务,杭州,3-5年,不限,20,35
海外运营助理,北京壳木软件有限责任公司,150-500人,移动互联网,合肥,不限,大专,3,5
海外营销经理,深圳乙烯创意传媒有限公司,15-50人,广告营销,深圳,1-3年,本科,8,13
前端开发工程师,上海微盟企业发展有限公司,2000人以上,企业服务,上海,3-5年,本科,25,45
Java/Go研发工程师,微梦创科网络科技（中国）有限公司,2000人以上,文娱丨内容,北京,3-5年,本科,30,60
数据标注员,深圳极视角科技有限公司,150-500人,"移动互联网,数据服务",珠海,不限,大专,4,5
中级Rust服务器程序员 (远程办公）,北京范飞科技有限公司,15-50人,移动互联网,杭州,1-3年,本科,20,30
策划专员,广东极米传媒科技集团有限公司,150-500人,移动互联网,杭州,1-3年,本科,6,8
前端工程师,深圳市法本信息技术股份有限公司,2000人以上,"企业服务,软件开发",深圳,3-5年,大专,12,16
产品经理,上海海万信息科技股份有限公司,500-2000人,"移动互联网,金融",深圳,3-5年,不限,10,20
辅导老师,北京新东方迅程网络科技股份有限公司,2000人以上,"移动互联网,教育",武汉,不限,大专,10,15
高级产品经理,成都欢聚堂科技有限公司,150-500人,"移动互联网,电商",成都,3-5年,本科,15,25
大数据开发工程师,武汉理工数字传播工程有限公司,150-500人,"移动互联网,电商",上海,5-10年,本科,20,30
图像算法工程师,北京大牛儿科技发展有限公司,15-50人,"人工智能,软件开发",北京,3-5年,本科,30,60
储备销售主管（八险一金+双休+年终奖）,广州凡科互联网科技股份有限公司,500-2000人,企业服务,广州,1-3年,本科,8,15
手游客服专员,北京壳木软件有限责任公司,150-500人,移动互联网,合肥,不限,大专,3,5
海外项目经理,深圳乙烯创意传媒有限公司,15-50人,广告营销,深圳,1-3年,本科,8,16
外贸跟单,深圳市猿人创新科技有限公司,500-2000人,"电商,移动互联网",深圳,1-3年,本科,6,10
金融交易员,上海浦德投资咨询有限公司,15-50人,"金融,企业服务",上海,应届毕业生,不限,10,20
内容编辑,广州市维肯摩世教育发展有限公司,50-150人,教育,广州,1-3年,本科,6,7
高级C++研发工程师,微梦创科网络科技（中国）有限公司,2000人以上,文娱丨内容,北京,3-5年,本科,35,70
KA销售经理（青岛）,深圳极视角科技有限公司,150-500人,"移动互联网,数据服务",青岛,3-5年,本科,8,15
后期制作,广州耐思文化传播有限公司,少于15人,文化娱乐 移动互联网,广州,应届毕业生,不限,3,6
java工程师,上海华钦信息科技股份有限公司,500-2000人,"数据服务,金融",北京,3-5年,本科,13,20
运维工程师,北京爱选信息科技有限公司,15-50人,"移动互联网,金融",北京,5-10年,本科,12,20
it运维工程师,成都腾云忆想科技有限公司,500-2000人,移动互联网,成都,1-3年,大专,5,6
UI设计实习生,广州坚和网络科技有限公司,150-500人,移动互联网,广州,应届毕业生,不限,1,2
UE4美术,上海炫伍科技股份有限公司,50-150人,"文娱丨内容,移动互联网",上海,1-3年,大专,6,12
ue4场景,上海炫伍科技股份有限公司,50-150人,"文娱丨内容,移动互联网",上海,3-5年,本科,8,12
视觉美术总监,上海炫伍科技股份有限公司,50-150人,"文娱丨内容,移动互联网",上海,3-5年,大专,20,30
资深UE4技术美术设计师,上海炫伍科技股份有限公司,50-150人,"文娱丨内容,移动互联网",上海,5-10年,本科,20,30
一手项目置业经理,广州市乐有家房产经纪有限公司石化路第二分公司,2000人以上,消费生活,广州,不限,大专,6,12
测试工程师,招银云创（深圳）信息技术有限公司,150-500人,"金融,移动互联网",深圳,5-10年,本科,15,22
信息安全岗,招银云创（深圳）信息技术有限公司,150-500人,"金融,移动互联网",深圳,5-10年,本科,15,25
Java开发工程师（初级）- 深圳,招银云创（深圳）信息技术有限公司,150-500人,"金融,移动互联网",深圳,1-3年,本科,8,14
Java开发工程师（高级） - 深圳,招银云创（深圳）信息技术有限公司,150-500人,"金融,移动互联网",深圳,5-10年,本科,20,25
业务支持 - 深圳,招银云创（深圳）信息技术有限公司,150-500人,"金融,移动互联网",深圳,1-3年,本科,8,14
产品经理（基础支持组）,招银云创（深圳）信息技术有限公司,150-500人,"金融,移动互联网",深圳,3-5年,本科,12,17
初级-Java开发工程师-武汉,招银云创（深圳）信息技术有限公司,150-500人,"金融,移动互联网",武汉,不限,本科,8,12
模具设计工程师,广州淦源智能科技有限公司,150-500人,"文娱丨内容,其他",广州,3-5年,大专,8,9
