name,company,company_size,field,workarea,background,education,low_salary,high_salary
资深前端工程师 (MJ001834),广州希音供应链管理有限公司,2000人以上,"电商,移动互联网",广州,5-10年,本科,18,30
前端工程师-广州（2021届）,广州希音供应链管理有限公司,2000人以上,"电商,移动互联网",广州,应届毕业生,本科,13,16
高级Java架构师,互动峰科技（北京）有限公司,500-2000人,医疗丨健康,北京,5-10年,本科,30,50
前端架构师,互动峰科技（北京）有限公司,500-2000人,医疗丨健康,北京,5-10年,本科,35,50
资深搜索产品经理,互动峰科技（北京）有限公司,500-2000人,医疗丨健康,北京,3-5年,本科,20,40
项目经理（PMO）,深圳市华云中盛科技股份有限公司,500-2000人,"数据服务,移动互联网",深圳,1-3年,大专,15,25
项目助理,深圳市华云中盛科技股份有限公司,500-2000人,"数据服务,移动互联网",深圳,1-3年,大专,6,10
销售经理,深圳市华云中盛科技股份有限公司,500-2000人,"数据服务,移动互联网",上海,3-5年,大专,15,25
云交付运维,深圳市华云中盛科技股份有限公司,500-2000人,"数据服务,移动互联网",深圳,1-3年,大专,12,20
商务专员（偏销售）,深圳市华云中盛科技股份有限公司,500-2000人,"数据服务,移动互联网",深圳,1-3年,大专,5,10
cocos游戏开发工程师,广州简知信息科技有限公司,150-500人,"移动互联网,文娱丨内容",广州,3-5年,本科,15,25
课程策划,广州简知信息科技有限公司,150-500人,"移动互联网,文娱丨内容",广州,1-3年,本科,8,12
高级软件测试工程师,广州简知信息科技有限公司,150-500人,"移动互联网,文娱丨内容",广州,3-5年,本科,10,15
ios高级开发工程师,广州简知信息科技有限公司,150-500人,"移动互联网,文娱丨内容",广州,3-5年,本科,10,20
android高级开发工程师,广州简知信息科技有限公司,150-500人,"移动互联网,文娱丨内容",广州,3-5年,本科,10,20
动画导演,广州简知信息科技有限公司,150-500人,"移动互联网,文娱丨内容",广州,3-5年,本科,15,20
web前端开发工程师,广州简知信息科技有限公司,150-500人,"移动互联网,文娱丨内容",广州,3-5年,本科,12,20
3D主美-角色建模,厦门梦加网络科技股份有限公司,150-500人,"移动互联网,游戏",深圳,5-10年,大专,25,35
资深u3d开发工程师,厦门梦加网络科技股份有限公司,150-500人,"移动互联网,游戏",深圳,不限,本科,18,28
视频分镜师,厦门梦加网络科技股份有限公司,150-500人,"移动互联网,游戏",深圳,不限,大专,10,15
Maya绑定师,厦门梦加网络科技股份有限公司,150-500人,"移动互联网,游戏",深圳,不限,大专,10,15
JAVA架构师,屈臣氏珠海横琴管理咨询有限公司深圳分公司,50-150人,移动互联网 电子商务,深圳,5-10年,本科,25,35
高级前端开发工程师,屈臣氏珠海横琴管理咨询有限公司深圳分公司,50-150人,移动互联网 电子商务,深圳,5-10年,本科,20,30
核算会计,义乌市促佳贸易有限公司杭州分公司,500-2000人,电商,杭州,3-5年,本科,7,10
测试工程师,义乌市促佳贸易有限公司杭州分公司,500-2000人,电商,杭州,3-5年,本科,10,15
高级商业产品经理（营销）(J10193),瑞庭网络技术（上海）有限公司,500-2000人,移动互联网,北京,3-5年,本科,20,40
广告算法高级工程师(J10146),瑞庭网络技术（上海）有限公司,500-2000人,移动互联网,北京,3-5年,本科,25,50
商业产品运营经理-信息流运营(J16817),瑞庭网络技术（上海）有限公司,500-2000人,移动互联网,北京,1-3年,本科,15,30
商业产品运营-优化及售后方向(J17107),瑞庭网络技术（上海）有限公司,500-2000人,移动互联网,北京,1-3年,本科,15,30
高级数据分析师(J12211),瑞庭网络技术（上海）有限公司,500-2000人,移动互联网,北京,1-3年,本科,15,30
高级商业产品经理（策略方向）(J10189),瑞庭网络技术（上海）有限公司,500-2000人,移动互联网,北京,3-5年,本科,20,40
高级商业产品经理-反作弊方向(J11903),瑞庭网络技术（上海）有限公司,500-2000人,移动互联网,北京,1-3年,本科,15,30
BD渠道推广,杭州边锋网络技术有限公司,2000人以上,"移动互联网,游戏",杭州,3-5年,本科,12,20
客户端游戏开发,杭州边锋网络技术有限公司,2000人以上,"移动互联网,游戏",杭州,3-5年,本科,18,25
前端开发工程师,广州爱拍网络科技有限公司,150-500人,文娱丨内容,广州,1-3年,本科,8,16
sem专员,广州爱拍网络科技有限公司,150-500人,文娱丨内容,广州,1-3年,本科,6,12
产品运营,杭州边锋网络技术有限公司,2000人以上,"移动互联网,游戏",杭州,3-5年,本科,12,20
产品策划,杭州边锋网络技术有限公司,2000人以上,"移动互联网,游戏",杭州,3-5年,本科,15,25
TLL-服务端开发,杭州边锋网络技术有限公司,2000人以上,"移动互联网,游戏",杭州,3-5年,本科,15,25
社群运营,广州爱拍网络科技有限公司,150-500人,文娱丨内容,广州,1-3年,本科,6,10
产品经理（语音聊天室）,广州爱拍网络科技有限公司,150-500人,文娱丨内容,广州,1-3年,本科,10,16
用户运营专家,杭州边锋网络技术有限公司,2000人以上,"移动互联网,游戏",杭州,5-10年,本科,15,25
区域大客户经理（外包）,上海悟景信息科技有限公司,50-150人,"移动互联网,企业服务",北京,5-10年,大专,20,30
直播运营,广州爱拍网络科技有限公司,150-500人,文娱丨内容,广州,1-3年,本科,6,10
陪玩运营,广州爱拍网络科技有限公司,150-500人,文娱丨内容,广州,1-3年,本科,5,10
资深u3d开发工程师,杭州边锋网络技术有限公司,2000人以上,"移动互联网,游戏",杭州,5-10年,本科,20,40
高级技术经理/技术总监,杭州边锋网络技术有限公司,2000人以上,"移动互联网,游戏",杭州,5-10年,本科,25,40
电商运营主管,成都天府星空网络科技有限公司,500-2000人,"电商,移动互联网",成都,3-5年,本科,5,10
销售管理培训生（互联网B2B/行业龙头）,北京瑞达恒建筑咨询有限公司广州分公司,500-2000人,企业服务,上海,不限,本科,10,15
大客户销售顾问（B2B/互联网/行业龙头）,北京瑞达恒建筑咨询有限公司广州分公司,500-2000人,企业服务,上海,应届毕业生,本科,10,15
销售管理培训生（互联网B2B/行业龙头）,北京瑞达恒建筑咨询有限公司广州分公司,500-2000人,企业服务,上海,应届毕业生,本科,10,15
DBA工程师,慧博云通科技股份有限公司,2000人以上,"软件开发,其他",广州,3-5年,大专,13,18
UI设计师,杭州腾展科技股份有限公司,150-500人,"移动互联网,社交",杭州,3-5年,本科,10,15
产品经理,杭州腾展科技股份有限公司,150-500人,"移动互联网,社交",杭州,3-5年,本科,15,25
高级Android开发工程师（南京）,杭州腾展科技股份有限公司,150-500人,"移动互联网,社交",南京,3-5年,本科,15,25
高级运营经理,杭州腾展科技股份有限公司,150-500人,"移动互联网,社交",杭州,5-10年,本科,20,40
数据中台负责人,杭州腾展科技股份有限公司,150-500人,"移动互联网,社交",杭州,5-10年,本科,20,35
产品经理/负责人,杭州腾展科技股份有限公司,150-500人,"移动互联网,社交",杭州,5-10年,本科,18,30
c++（网络协议方向）,杭州腾展科技股份有限公司,150-500人,"移动互联网,社交",杭州,5-10年,本科,20,35
Content Marketing Writer,杭州腾展科技股份有限公司,150-500人,"移动互联网,社交",杭州,1-3年,本科,7,11
游戏测试工程师,杭州腾展科技股份有限公司,150-500人,"移动互联网,社交",杭州,3-5年,本科,10,15
游戏测试组长,杭州腾展科技股份有限公司,150-500人,"移动互联网,社交",杭州,5-10年,本科,15,22
广告视频素材设计师（游戏）,上海触乐信息科技有限公司,500-2000人,"移动互联网,数据服务",上海,1-3年,本科,15,25
高级Android开发工程师,上海触乐信息科技有限公司,500-2000人,"移动互联网,数据服务",广州,3-5年,本科,25,40
